epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,3676.71,0.40263,0.30607,0.9591,0.93019,0.85839,0.89656,0.75447,0.68086,0.47673,1.14907,0.000346736,0.000346736,0.000346736
162,3698.27,0.4175,0.32199,0.96694,0.92471,0.85047,0.89846,0.75723,0.6729,0.46633,1.1397,0.000338484,0.000338484,0.000338484
163,3720.15,0.41351,0.31383,0.95908,0.9298,0.84934,0.89654,0.75558,0.66716,0.46393,1.13465,0.000330233,0.000330233,0.000330233
164,3741.79,0.41134,0.32163,0.95412,0.90404,0.88053,0.9021,0.76058,0.66974,0.45103,1.1363,0.000321981,0.000321981,0.000321981
165,3763.6,0.40772,0.31057,0.95444,0.90394,0.87754,0.89798,0.75694,0.6674,0.46605,1.12985,0.000313729,0.000313729,0.000313729
166,3785.46,0.40291,0.31898,0.9476,0.9215,0.86291,0.90904,0.75959,0.68139,0.4587,1.13975,0.000305478,0.000305478,0.000305478
167,3807.07,0.40549,0.30487,0.95513,0.9184,0.86286,0.90657,0.75573,0.67739,0.46463,1.13957,0.000297226,0.000297226,0.000297226
168,3828.75,0.4067,0.31925,0.95538,0.91338,0.85606,0.89761,0.7541,0.66455,0.45992,1.1358,0.000288974,0.000288974,0.000288974
169,3850.62,0.41015,0.30742,0.95771,0.8981,0.87754,0.90001,0.75819,0.66796,0.46743,1.14038,0.000280723,0.000280723,0.000280723
170,3872.26,0.40712,0.30572,0.9532,0.91372,0.87549,0.90126,0.75881,0.66684,0.45734,1.13613,0.000272471,0.000272471,0.000272471
171,3893.87,0.40944,0.3032,0.96338,0.93162,0.85479,0.90526,0.75786,0.67056,0.46903,1.14119,0.00026422,0.00026422,0.00026422
172,3915.84,0.41329,0.3521,0.95799,0.8977,0.86906,0.89544,0.75355,0.66391,0.46607,1.13078,0.000255968,0.000255968,0.000255968
173,3937.54,0.40313,0.30621,0.95192,0.92714,0.85673,0.89578,0.74498,0.66421,0.47474,1.12031,0.000247716,0.000247716,0.000247716
174,3959.23,0.39769,0.30895,0.95847,0.93316,0.85877,0.89875,0.7588,0.6612,0.4636,1.1225,0.000239465,0.000239465,0.000239465
175,3981.15,0.39887,0.29481,0.96117,0.88621,0.89913,0.89866,0.76028,0.66364,0.45183,1.12398,0.000231213,0.000231213,0.000231213
176,4002.8,0.40279,0.31375,0.94625,0.91469,0.87053,0.89548,0.75524,0.66302,0.46678,1.12852,0.000222961,0.000222961,0.000222961
177,4024.52,0.40682,0.30988,0.95663,0.91617,0.88024,0.89676,0.75704,0.66978,0.48444,1.13509,0.00021471,0.00021471,0.00021471
178,4046.49,0.41695,0.31236,0.96141,0.91593,0.85211,0.88746,0.74599,0.66848,0.4847,1.13161,0.000206458,0.000206458,0.000206458
